location,bedrooms,Bathrooms,area,carpet_area,ownership,sale_type,age_of_the_property,plot_type,floor,Furnishing,Status,Facing,Actual_Price
Perambur,8,8,3200,784,Individual,Resale,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,26074461
Nungambakkam,4,4,3000,774,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,East,28221518
Omr,3,4,2000,1100,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,West,30497100
Camp Road,1,2,650,661,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,North,3207974
Chengalpattu,2,2,1187,48375,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,5340967
neelankarai,3,3,4500,1142,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,East,28755605
Keelkattalai,2,2,1600,920,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,North,8722378
Velachery,6,4,42,2400,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,East,9000000
Thiruninravur,4,2,1500,4000,Individual,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,South,18004354
Mylapore,5,6,10300,1280,Individual,Resale,Above 20 years,House & Villas,2,Unfurnished,Ready to Move,South,129960000
Valasaravakkam,6,5,3200,316,Individual,Resale,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,42000000
Thoraipakkam,2,2,1470,1200,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,South,8220926
Anna Nagar,14,8,4500,430,Individual,New,Under Construction,House & Villas,0,Unfurnished,Ready to Move,East,26074461
Sithalapakkam,1,2,1200,826,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Under Construction,East,5340967
Ashok Nagar,2,2,810,852,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,3492296
Pallavaram,2,2,1100,800,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Under Construction,North,5340967
K Nagar,2,2,900,2560,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,5340967
Kolathur,3,2,1700,922,Individual,New,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,East,11605979
Maduravayol,5,6,3000,728,Individual,New,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,26074461
Porur,2,3,950,608,Builder,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,East,5340967
Ambattur,2,2,1100,681,Builder,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,5340967
Mangadu,2,1,1000,866,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,North,5340967
Alwarpet,3,3,1400,866,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,North,8220926
Chembakkam,3,2,1224,1566,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,North,9498550
Mylapore,6,6,1600,522,Individual,Resale,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,South,12136114
Pammal,2,2,1500,1632,Individual,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,18004354
Madhavaram,1,1,500,2377,Individual,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,North,1974663
Anakaputhur,2,2,975,1253,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,North,5340967
Tambaram,4,2,1000,865,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,6798035
T Nagar,15,12,3300,1444,Agent,Resale,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,North,26074461
Perambur,2,2,16371,865,Builder,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,North,28221518
Ramapuram,7,7,8000,852,Individual,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,20000000
Guduvancheri,1,1,401,838,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Under Construction,West,980890
Guindy,4,3,1300,800,Individual,New,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,9184526
Avadi,2,2,1100,290,Individual,Resale,5 to 10 years,House & Villas,0,Furnished,Ready to Move,West,5340967
Adyar,3,3,1600,682,Individual,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,13016328
Kovilambakkam,2,2,888,889,Individual,New,Under Construction,House & Villas,1,Semi-Furnished,Under Construction,North,3492296
West Mambalam,3,3,1100,967,Individual,Resale,5 to 10 years,House & Villas,0,Furnished,Ready to Move,East,6798035
Koyambedu,4,4,2025,3000,Individual,Resale,New Construction,House & Villas,2,Furnished,Ready to Move,North,8722378
Ramapuram,1,2,1202,604,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,West,5340967
Tambaram,3,4,1193,775,Builder,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,7077166
Iyyappanthangal,3,3,1900,440,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North,12136114
Ashok Nagar,2,2,900,3211,Agent,Resale,5 to 10 years,House & Villas,2,Furnished,Ready to Move,North,5340967
K Nagar,3,3,1800,522,Individual,Resale,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,South,12136114
Kolathur,2,2,3200,1360,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,28755605
Vadapalani,3,3,1500,594,Agent,New,New Construction,House & Villas,1,Unfurnished,Under Construction,South East,12136114
Sithalapakkam,2,2,750,620,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,3207974
Madipakkam,2,2,1200,540,Individual,Resale,0 to 5 years,House & Villas,2,Semi-Furnished,Ready to Move,East,5340967
Thirumullaivoyal,2,2,1000,880,Individual,New,New Construction,House & Villas,2,Semi-Furnished,Ready to Move,North,5340967
Porur,2,2,3000,750,Individual,New,New Construction,House & Villas,5,Semi-Furnished,Ready to Move,East,28221518
Tambaram,4,4,2550,697,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,7938000
Valasaravakkam,4,4,4000,550,Individual,Resale,15 to 20 years,House & Villas,1,Semi-Furnished,Ready to Move,North,21400011
East Tambaram,2,2,1125,1505,Individual,Resale,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,North,5340967
Madipakkam,3,3,1300,1253,Individual,Resale,New Construction,House & Villas,2,Semi-Furnished,Ready to Move,North,8220926
Medavakkam,3,3,1500,550,Individual,New,Under Construction,House & Villas,1,Furnished,Under Construction,North,12136114
Perumbakkam,4,4,1450,523,Individual,Resale,Above 20 years,House & Villas,0,Semi-Furnished,Ready to Move,West,31200000
Valasaravakkam,2,2,2700,4000,Individual,Resale,10 to 15 years,House & Villas,2,Semi-Furnished,Ready to Move,East,27000000
Guduvancheri,3,2,1220,1353,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,West,9498550
Panayur,10,10,6000,2000,Individual,Resale,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,South,20000000
Kolathur,2,2,1200,833,Individual,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,South,5340967
Muglivakkam,3,3,2400,2417,Individual,New,Type,House & Villas,0,Semi-Furnished,Ready to Move,South,37638712
Pallavaram,2,2,900,2000,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Under Construction,East,5340967
Sembakkam,3,3,1219,1353,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North,8005901
Maduravayol,4,4,2900,515,Individual,Resale,5 to 10 years,House & Villas,2,Furnished,Ready to Move,North,5675333
Mangadu,5,5,3125,814,Individual,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,North,28221518
Ramapuram,4,3,2250,833,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North East,9168871
Pallikaranai,2,2,1350,784,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,8220926
Thiruvotriyur,4,4,1400,515,Individual,New,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,35000000
Anna Nagar,3,2,1550,1440,Individual,Resale,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,20030613
Valasaravakkam,4,3,3000,1100,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,28755605
Adambakkam Ganesh Nagar,4,4,1800,1253,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,North,8722378
East Coast Road,2,2,1500,633,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,13016328
Kolathur,7,8,3600,1079,Individual,Resale,Under Construction,House & Villas,4,Semi-Furnished,Under Construction,South,26074461
Avadi,2,2,2425,674,Individual,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,East,6470737
Tambaram,4,3,2400,759,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,West,7938000
Anna Nagar,2,2,1000,1610,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,5340967
Anna Nagar,2,2,1000,975,Individual,New,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,5340967
Omr,3,3,1200,971,Individual,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,6798035
Anna Nagar,3,3,6000,1082,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,28755605
Sholinganallur,2,2,2338,1250,Individual,Resale,5 to 10 years,House & Villas,0,Semi-Furnished,Ready to Move,North,18004354
Kovilambakkam,3,3,1800,2100,Individual,Resale,0 to 5 years,House & Villas,3,Furnished,Ready to Move,East,8722378
East Coast Road,3,3,2700,594,Individual,New,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,East,13964714
Kodambakkam,2,2,3800,900,Individual,New,New Construction,House & Villas,3,Unfurnished,Ready to Move,North,28755605
Guindy,2,2,1200,1312,Individual,Resale,Above 20 years,House & Villas,1,Semi-Furnished,Ready to Move,East,5340967
neelankarai,7,7,7000,756,Builder,New,Under Construction,House & Villas,1,Furnished,Under Construction,North,42500000
Muglivakkam,3,3,1200,7710,Individual,New,0 to 5 years,House & Villas,10,Semi-Furnished,Ready to Move,North,6798035
Injambakkam,4,4,5000,1700,Individual,New,Under Construction,House & Villas,2,Unfurnished,Ready to Move,East,28755605
Medavakkam,3,3,2000,1288,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South,11605979
Virugambakkam,2,2,1800,5399,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,West,6200000
Thiruninravur,2,2,800,1200,Individual,Resale,15 to 20 years,House & Villas,1,Semi-Furnished,Ready to Move,East,4464305
Thoraipakkam,3,3,1800,200,Individual,New,0 to 5 years,House & Villas,0,Furnished,Ready to Move,North,12136114
Porur,2,2,1,800,Individual,New,0 to 5 years,House & Villas,0,Furnished,Ready to Move,South,1368843
Virugambakkam,3,3,2000,1155,Builder,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,18004354
Royapettah,1,1,2400,600,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North,1900000
Selaiyur,3,2,1425,663,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,North,8220926
Uthandi,2,2,1,1680,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,South,1368843
Virugambakkam,1,2,750,1450,Individual,Resale,Above 20 years,House & Villas,2,Unfurnished,Under Construction,East,3207974
Korattur Sri Krishna Nagar,2,1,600,1700,Individual,New,Type,House & Villas,1,Unfurnished,Ready to Move,West,3593155
Ramapuram Kanadassan Nagar,2,2,1400,1200,Individual,New,15 to 20 years,House & Villas,0,Furnished,Ready to Move,South,8220926
Valasaravakkam,3,3,1978,633,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Under Construction,South,12136114
Mahalingapuram,3,3,3000,2090,Individual,Resale,New Construction,House & Villas,2,Furnished,Ready to Move,East,28755605
Thirumalla Voil,2,2,1150,450,Builder,New,0 to 5 years,House & Villas,1,Semi-Furnished,Under Construction,North,5340967
Thiruvalluvar Nagar,3,3,997,1032,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,6798035
Porur,1,1,1400,633,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,2543996
Kovilambakkam,4,4,4895,30,Agent,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,95005440
neelankarai,4,4,2000,970,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,East,15332013
Anna Nagar,3,3,5000,900,Individual,New,New Construction,House & Villas,3,Semi-Furnished,Ready to Move,North,28755605
Nungambakkam,5,5,16800,570,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,7003200
Iyyappanthangal,3,3,1800,1252,Individual,Resale,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,North,11605979
Pozhichallur,2,2,1000,1750,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,5340967
Porur,3,3,2400,2500,Individual,New,Above 20 years,House & Villas,0,Semi-Furnished,Ready to Move,North,37638712
Madipakkam,3,3,1770,3775,Individual,New,15 to 20 years,House & Villas,2,Semi-Furnished,Ready to Move,North,8722378
Royapettah,3,3,1500,681,Individual,Resale,Under Construction,House & Villas,1,Semi-Furnished,Ready to Move,South,9168871
Kolathur,3,3,1400,1200,Individual,Resale,Above 20 years,House & Villas,2,Semi-Furnished,Ready to Move,North,8220926
Kolathur,2,3,1150,840,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,East,5340967
Iyyappanthangal,2,2,1800,862,Individual,Resale,0 to 5 years,House & Villas,4,Unfurnished,Ready to Move,South,9168871
Korattur,4,3,2541,1500,Builder,New,Under Construction,House & Villas,5,Unfurnished,Under Construction,East,13964714
Thoraipakkam,3,4,1500,1372,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,North West,18004354
Valasaravakkam,5,6,3000,700,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,26074461
Tambaram,2,2,1000,640,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,South,5340967
Velachery,3,3,1300,742,Individual,New,0 to 5 years,House & Villas,0,Furnished,Ready to Move,East,8220926
Kovilambakkam,2,2,900,925,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,South,5340967
Tambaram,3,2,1200,1725,Builder,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,6798035
Injambakkam,4,4,2550,832,Individual,Resale,Above 20 years,House & Villas,2,Unfurnished,Ready to Move,East,13964714
Porur,4,4,2000,909,Agent,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,North,18004354
Santhosapuram,4,4,1800,100,Individual,New,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,East,12136114
T Nagar,2,2,1350,578,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Under Construction,South,8220926
Valasaravakkam,4,4,3000,1259,Individual,Resale,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,South,28755605
Gopalapuram,4,4,3800,900,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,28755605
Porur,3,3,1400,712,Individual,Resale,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,East,8220926
Avadi,2,2,2613,6853,Individual,New,0 to 5 years,House & Villas,-1,Furnished,Ready to Move,North,47485790
Porur,3,3,1800,1040,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,East,18004354
Thiruverkadu,2,2,900,768,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,North,5340967
Perungudi,3,2,1600,680,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,West,9168871
Sithalapakkam,1,1,529,578,Individual,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,East,1974663
Ayanavaram,2,2,900,2439,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North,5340967
Tambaram,5,3,2900,25,Individual,Resale,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,South,95005440
Manapakkam,3,3,1680,1100,Individual,Resale,5 to 10 years,House & Villas,1,Semi-Furnished,Ready to Move,East,11605979
Kattupakkam,2,2,950,760,Agent,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,East,5340967
T Nagar,3,4,8500,2666,Individual,Resale,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,West,28755605
Kodambakkam,2,1,1854,639,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,30008480
Saligramam,3,3,1700,2156,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,East,8722378
Anna Nagar,3,1,1800,600,Individual,New,New Construction,House & Villas,0,Furnished,Ready to Move,East,30008480
Porur,2,2,4444,1200,Individual,Resale,0 to 5 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,28755605
Navalur,2,4,2104,405,Agent,Resale,Under Construction,Builder Floors,2,Unfurnished,Under Construction,East,12136114
Porur,2,2,4444,548,Builder,New,0 to 5 years,Builder Floors,1,Semi-Furnished,Upcoming,North,21400011
Saidapet,2,2,671,365,Builder,New,New Construction,Builder Floors,2,Unfurnished,Ready to Move,North,3207974
Guduvancheri,2,2,650,871,Builder,New,Under Construction,Builder Floors,1,Unfurnished,Under Construction,West,3207974
Mugalivakkam,4,2,800,646,Individual,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,North,4421651
Anna Nagar,3,3,20444,945,Individual,New,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,4826600
Mylapore,2,1,4763,200,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,East,4779
Chennai,1,1,1500,650,Builder,New,Under Construction,House & Villas,0,Unfurnished,Ready to Move,South East,4493600
Nesamani Nagar,2,2,1200,527,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Under Construction,South,5340967
Sriperumbudur,2,2,759,2006,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,East,4464305
Madipakkam,2,2,676,800,Builder,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,North,3207974
Avadi,1,1,533,665,Individual,Resale,10 to 15 years,House & Villas,0,Furnished,Ready to Move,South,2406982
Thiruvanmiyur,4,4,2710,974,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,28755605
Urapakkam,2,2,780,726,Individual,New,Above 20 years,House & Villas,1,Unfurnished,Ready to Move,West,4464305
